player_name,college_team,college_conference,college_start_year,college_end_year,college_pass_attempts,college_pass_completions,college_pass_yards,college_pass_tds,college_interceptions,college_completion_pct,college_td_int_ratio,college_yards_per_attempt,Unnamed: 0,Age,nfl_games,GS,nfl_pass_completions,nfl_pass_attempts,Cmp%,nfl_pass_yards,nfl_pass_tds,TD%,nfl_interceptions,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,nfl_qb_rating,Sk,Yds-s,Sk%,NY/A,ANY/A,nfl_year,nfl_completion_percentage,nfl_td_int_ratio,nfl_yards_per_attempt
Marqueis Gray,Minnesota,Big Ten,2011,2012,269,141,1959,13,10,54.81639839034205,1.75,7.65,1723.0,28.0,16,0.0,0,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,2017.0,0.0,0.0,0.0
Mason Rudolph,Oklahoma State,Big 12,2014,2017,1326,837,12475,85,25,60.9746453730984,3.451388888888889,9.35,1805.0,26.2,25,3.2,346,532,65.84,3804,22,3.84,11,1.44,32.2,66.2,7.58,7.68,11.42,147.88000000000002,95.3,5.6,43.6,4.46,6.874,6.965999999999999,2018.0,65.0375939849624,2.0,7.150375939849624
Matt Barkley,USC,Pac-12,2009,2012,1525,974,11977,114,46,63.40908883642835,2.805357142857143,7.85,1669.6666666666667,26.666666666666668,19,1.1666666666666667,212,363,47.699999999999996,2699,11,2.75,22,4.233333333333333,23.833333333333332,34.5,6.55,5.2,11.533333333333333,130.16666666666666,66.96666666666667,2.1666666666666665,15.333333333333334,3.4333333333333336,6.035,4.748333333333333,2016.6666666666667,58.40220385674931,0.5,7.435261707988981
Matt Simms,Tennessee,SEC,2010,2011,257,140,1779,8,8,50.748552522746074,0.8,6.3,1370.0,25.5,4,0.0,19,39,44.55,195,1,1.6,1,1.6,5.0,23.0,4.95,4.550000000000001,11.4,45.5,58.5,2.0,11.5,5.7,4.34,3.985,2013.5,48.717948717948715,1.0,5.0
Max Hall,BYU,Mountain West,2007,2009,1271,833,10614,88,39,65.74617016127813,2.2527472527472527,8.366666666666667,1030.0,25.0,6,3.0,39,78,50.0,370,1,1.3,6,7.7,19.0,26.0,4.7,1.5,9.5,61.7,35.7,14.0,90.0,15.2,3.04,0.33,2010.0,50.0,0.16666666666666666,4.743589743589744
Mike Glennon,NC State,ACC,2011,2012,931,557,6438,58,25,60.05544683626876,2.344155844155844,6.85,1718.125,28.25,40,3.875,689,1147,65.2,7025,47,5.325,35,2.2,43.875,39.875,6.3375,6.387499999999999,9.825,142.9625,90.0,10.375,76.5,4.4875,5.70875,5.8125,2017.25,60.06974716652136,1.3428571428571427,6.1246730601569315
Mike Kafka,Northwestern,Big Ten,2006,2009,510,327,3392,13,12,61.49607487922705,0.9571428571428571,6.05,1145.0,24.0,4,0.0,11,16,68.8,107,0,0.0,2,12.5,3.0,43.0,6.7,1.1,9.7,26.8,47.7,1.0,6.0,5.9,5.94,0.65,2011.0,68.75,0.0,6.6875
Mike White,Western Kentucky,Conference USA,2013,2017,1324,817,10575,69,29,59.139146869640875,2.642857142857143,7.675,1851.25,27.25,20,1.75,201,319,73.05,2293,10,9.725,14,10.45,26.75,56.0,9.65,6.949999999999999,13.0,140.225,96.75,3.25,23.5,1.9500000000000002,9.4025,6.6775,2018.25,63.00940438871473,0.7142857142857143,7.1880877742946705
Nate Sudfeld,Indiana,Big Ten,2012,2015,932,565,7490,58,18,60.89685775423862,4.033333333333333,7.800000000000001,1844.0,25.333333333333332,4,0.0,25,37,58.1,188,1,16.666666666666668,1,2.766666666666667,2.3333333333333335,16.0,6.5,8.566666666666666,11.833333333333334,59.0,78.23333333333333,1.6666666666666667,13.333333333333334,8.6,5.456666666666667,7.72,2018.3333333333333,67.56756756756756,1.0,5.081081081081081
Nathan Peterman,Pittsburgh,ACC,2015,2016,581,352,4752,45,11,60.577834660599166,4.066666666666666,8.15,1939.5,25.25,12,1.25,85,160,54.825,712,4,2.325,13,5.699999999999999,9.5,21.75,4.85,2.75,8.85,52.075,52.65,2.75,15.25,10.6,3.5825,1.5750000000000002,2019.25,53.125,0.3076923076923077,4.45
Nick Foles,Arizona,Pac-12,2009,2011,1316,892,9683,66,29,67.57098864181731,2.363095238095238,7.266666666666667,1694.0,28.0,71,5.2727272727272725,1302,2087,63.07272727272727,14227,82,3.627272727272727,47,2.4181818181818184,58.54545454545455,52.72727272727273,6.654545454545455,6.2727272727272725,10.563636363636364,193.86363636363637,84.39090909090909,11.545454545454545,79.54545454545455,6.909090909090909,5.742727272727273,5.429090909090909,2017.0,62.386200287494006,1.7446808510638299,6.816962146621945
Nick Mullens,Southern Miss,Conference USA,2013,2016,1468,878,11317,83,45,58.93188000160936,1.8654761904761905,7.575,1853.8333333333333,26.166666666666668,33,3.8333333333333335,628,951,69.13333333333334,7697,41,4.183333333333334,39,3.6833333333333336,60.0,48.333333333333336,7.883333333333334,7.066666666666666,11.450000000000001,208.95000000000002,90.26666666666667,10.0,79.33333333333333,4.383333333333334,7.155,6.386666666666667,2018.5,66.03575184016825,1.0512820512820513,8.093585699263933
P.J. Walker,Temple,American Athletic,2013,2016,1368,780,10037,72,42,57.37389771675699,1.936904761904762,7.45,1874.4,26.8,27,2.2,239,450,53.64,2809,7,1.58,21,5.04,24.0,50.8,6.24,4.24,11.64,102.16,56.94,8.0,60.8,8.1,5.116,3.3120000000000003,2018.6,53.11111111111111,0.3333333333333333,6.242222222222222
Patrick Mahomes,Texas Tech,Big 12,2014,2016,1293,829,10882,89,28,62.466174605714514,3.461904761904762,8.4,1804.25,25.375,112,14.0,2787,4187,66.1125,32607,246,5.175,77,1.9375,201.25,71.75,7.85,8.0125,11.875,290.3375,99.075,21.875,145.75,4.1625,7.23625,7.39625,2018.375,66.56317172199667,3.1948051948051948,7.787676140434678
Paxton Lynch,Memphis,American Athletic,2013,2015,1122,718,8451,55,19,63.721467966937034,4.411111111111111,7.433333333333334,1636.5,22.5,5,2.0,79,128,62.85,792,4,3.4000000000000004,4,3.95,20.0,30.5,6.3,5.15,9.95,156.6,75.6,9.0,46.5,13.25,4.734999999999999,3.8249999999999997,2016.5,61.71875,1.0,6.1875
Robert Griffin Iii,Baylor,Big 12,2008,2011,1118,746,9765,76,17,65.9610085451005,4.40625,8.325,1597.7142857142858,26.0,56,6.0,799,1268,57.785714285714285,9271,43,2.0714285714285716,30,4.042857142857143,62.142857142857146,48.42857142857143,5.914285714285714,4.5285714285714285,10.200000000000001,124.95714285714287,67.85714285714286,18.714285714285715,127.85714285714286,10.057142857142859,4.704285714285715,3.52,2016.0,63.012618296529965,1.4333333333333333,7.311514195583596
Russell Wilson,Wisconsin,Big Ten,2008,2011,1396,849,10963,104,29,61.26112174816225,7.7521645021645025,7.975,1641.7692307692307,29.923076923076923,203,15.615384615384615,3965,6112,64.84615384615384,46723,360,5.915384615384616,114,1.8615384615384616,165.30769230769232,68.0,7.653846153846154,7.992307692307692,11.823076923076922,229.87692307692308,100.0076923076923,44.0,286.3076923076923,8.592307692307692,6.439230769230769,6.755384615384615,2016.6923076923076,64.87238219895288,3.1578947368421053,7.644469895287958
Rusty Smith,Florida Atlantic,Sun Belt,2006,2009,1294,723,9470,69,35,55.93826239237866,2.1241071428571425,7.25,1141.0,24.0,3,0.5,23,45,55.0,234,0,0.0,4,5.0,4.5,34.5,5.9,3.65,10.65,67.0,52.7,0.5,0.0,1.2,5.84,3.645,2011.0,51.11111111111111,0.0,5.2
Ryan Finley,NC State,ACC,2015,2018,1306,838,9974,52,26,64.3900011693753,1.8229166666666665,7.5,1950.0,25.5,8,2.0,58,119,50.1,638,3,2.7,4,4.3,14.0,38.5,5.25,3.9000000000000004,10.6,95.4,57.1,10.0,78.0,16.6,3.175,2.07,2019.5,48.739495798319325,0.75,5.361344537815126
Ryan Griffin,Tulane,Conference USA,2009,2012,1396,836,9026,56,35,60.31993652284134,1.5920454545454545,6.425,1920.0,30.0,2,0.0,2,4,50.0,18,0,0.0,0,0.0,1.0,13.0,4.5,4.5,9.0,9.0,62.5,0.0,0.0,0.0,4.5,4.5,2019.0,50.0,0.0,4.5
Ryan Lindley,San Diego State,Mountain West,2008,2011,1660,915,12001,85,47,55.10269367836077,1.8931051587301586,7.25,1378.6666666666667,24.666666666666668,10,2.0,140,274,53.46666666666667,1372,3,4.066666666666666,11,2.7999999999999994,24.333333333333332,29.0,5.3999999999999995,4.966666666666666,10.200000000000001,123.53333333333335,71.03333333333333,6.0,45.666666666666664,4.233333333333333,4.873333333333333,4.496666666666666,2013.6666666666667,51.09489051094891,0.2727272727272727,5.007299270072993
Ryan Mallett,Arkansas,SEC,2007,2010,872,513,7906,66,23,55.6555454259669,2.756709956709957,8.5,1491.8,26.8,21,1.6,190,345,48.339999999999996,1835,9,3.44,10,9.379999999999999,6.0,26.0,4.58,1.06,10.3,67.82000000000001,53.2,1.4,7.4,0.74,4.5,0.982,2014.8,55.072463768115945,0.9,5.318840579710145
Ryan Nassib,Syracuse,Big East,2009,2012,1268,767,8821,65,27,58.65088598384011,2.5277777777777777,6.75,1467.5,24.5,5,0.0,9,10,90.0,128,1,10.0,0,0.0,3.0,27.0,12.8,14.8,14.3,41.5,137.5,1.0,5.5,14.3,10.3,12.3,2014.5,90.0,1.0,12.8
Ryan Tannehill,Texas A&M,Big 12,2010,2011,690,430,4849,39,17,63.21321474992069,2.833333333333333,7.1,1647.5,30.0,165,13.25,3212,4994,64.675,36497,220,4.366666666666666,122,2.5,148.75,69.33333333333333,7.3999999999999995,7.158333333333332,11.424999999999999,216.49166666666667,90.89166666666667,37.25,274.5833333333333,8.708333333333334,6.1175,5.8875,2016.6666666666667,64.31718061674009,1.8032786885245902,7.3081698037645175
Sam Bradford,Oklahoma,Big 12,2007,2009,819,557,7905,84,13,64.99246703850285,4.9523809523809526,9.166666666666666,1387.5,27.0,83,10.375,1855,2967,63.4,19449,103,3.825,61,2.075,119.5,62.25,6.6375,6.45,10.450000000000001,219.65,86.6375,24.5,171.375,6.8375,5.6975,5.53,2014.0,62.521065048870916,1.6885245901639345,6.55510616784631
Sam Darnold,USC,Pac-12,2016,2017,748,490,6420,52,20,65.86463956520141,2.708333333333333,8.55,1852.4285714285713,23.857142857142858,76,8.142857142857142,1110,1857,59.92857142857143,12361,65,3.814285714285714,57,2.742857142857143,85.14285714285714,64.0,6.757142857142857,6.242857142857142,11.257142857142856,156.78571428571428,81.32857142857142,22.142857142857142,144.57142857142858,8.6,5.588571428571428,5.154285714285714,2018.5714285714287,59.77382875605816,1.1403508771929824,6.656435110393107
Sam Ehlinger,Texas,Big 12,2017,2020,1399,870,10796,89,26,61.50963330171837,3.662698412698413,7.65,2229.0,24.0,4,3.0,64,101,63.4,573,3,3.0,3,3.0,28.0,47.0,5.7,4.9,9.0,143.3,76.1,14.0,87.0,12.2,4.23,3.57,2022.0,63.366336633663366,1.0,5.673267326732673
Sam Howell,North Carolina,ACC,2019,2021,1032,658,9550,85,22,64.02852778352123,4.018518518518518,9.299999999999999,1738.3333333333333,22.666666666666668,35,11.666666666666666,787,1243,61.56666666666666,8061,43,4.033333333333333,43,4.033333333333333,122.0,51.333333333333336,7.233333333333334,6.266666666666666,11.933333333333332,211.0666666666667,80.26666666666667,44.333333333333336,303.0,10.933333333333332,5.84,4.9433333333333325,2017.3333333333333,63.31456154465004,1.0,6.485116653258246
Scott Tolzien,Wisconsin,Big Ten,2009,2010,547,374,4745,32,16,68.93093661305582,2.1333333333333333,8.75,1534.25,28.25,10,1.0,88,146,68.325,1065,2,0.9500000000000001,9,5.525,11.75,30.0,6.225,3.925,10.15,110.075,62.15,2.75,21.0,19.725,3.7024999999999997,1.6925000000000001,2015.25,60.273972602739725,0.2222222222222222,7.294520547945205
Sean Clifford,Penn State,Big Ten,2019,2022,1275,786,9853,80,28,61.485468396337964,2.9801587301587302,7.75,1548.5,25.0,4,0.0,2,2,100.0,74,0,0.0,0,0.0,1.0,37.0,37.0,37.0,37.0,18.5,118.7,0.0,0.0,0.0,37.0,37.0,2015.0,100.0,0.0,37.0
Sean Mannion,Oregon State,Pac-12,2011,2014,1805,1163,13341,82,53,64.35587915050016,1.6222909035409034,7.4,1777.0,25.666666666666668,14,0.5,67,110,63.35,573,1,0.4666666666666666,3,4.366666666666666,4.333333333333333,25.5,5.266666666666667,3.3833333333333333,8.416666666666666,54.28333333333333,63.96666666666666,0.8333333333333334,5.833333333333333,2.1333333333333333,4.996666666666667,3.1199999999999997,2017.6666666666667,60.909090909090914,0.3333333333333333,5.209090909090909
Sean Renfree,Duke,ACC,2009,2012,1340,861,9107,50,38,65.18147573267349,1.5865641711229945,6.75,1529.0,25.0,2,0.0,3,7,42.9,11,0,0.0,1,14.3,1.0,11.0,1.6,-4.9,3.7,5.5,10.7,2.0,17.0,22.2,-0.67,-5.67,2015.0,42.857142857142854,0.0,1.5714285714285714
T.J. Yates,North Carolina,ACC,2007,2010,1181,738,8749,53,43,61.930391328213126,1.7212301587301586,7.575,1382.8333333333333,26.666666666666668,22,1.6666666666666667,179,324,57.0,2057,10,1.9333333333333333,11,8.533333333333333,17.833333333333332,38.333333333333336,7.316666666666666,3.8666666666666667,12.366666666666667,82.11666666666666,59.666666666666664,6.0,31.5,7.8999999999999995,6.541666666666667,3.233333333333333,2013.6666666666667,55.24691358024691,0.9090909090909091,6.348765432098766
Taylor Heinicke,Old Dominion,Conference USA,2014,2014,457,289,3476,30,16,63.23851203501094,1.875,7.6,1833.7142857142858,27.571428571428573,43,4.714285714285714,678,1102,65.8,7525,44,3.3000000000000003,32,2.3428571428571425,52.57142857142857,50.857142857142854,7.128571428571428,6.771428571428571,10.957142857142857,139.5142857142857,85.15714285714286,11.0,79.0,11.928571428571429,4.631428571428572,4.25,2018.2857142857142,61.524500907441016,1.375,6.828493647912886
Taysom Hill,BYU,FBS Independents,2012,2016,967,563,6368,42,29,59.82061227918726,1.7214452214452214,6.6,1873.142857142857,30.857142857142858,108,6.857142857142857,197,309,57.31428571428571,2431,12,5.0,8,2.8142857142857145,16.142857142857142,47.714285714285715,8.7,8.457142857142857,15.528571428571428,24.61428571428571,93.89999999999999,4.428571428571429,26.428571428571427,11.971428571428572,7.105714285714286,6.86,2018.5714285714287,63.75404530744336,1.5,7.867313915857605
Teddy Bridgewater,Louisville,American Athletic,2011,2013,1022,702,8830,65,20,68.38574042106087,3.9682539682539684,8.466666666666667,1814.75,26.25,78,8.125,1372,2067,57.0625,15120,75,3.475,47,8.65,89.625,50.625,6.262499999999999,3.05,9.6,150.9125,77.025,20.75,139.25,6.55,5.37875,2.20875,2018.25,66.3763909046928,1.5957446808510638,7.314949201741655
Thaddeus Lewis,Duke,ACC,2006,2009,1510,877,10065,67,40,57.82332865765629,1.946875,6.625,1268.0,27.5,7,3.0,115,189,64.0,1296,5,2.8,4,2.5,30.5,40.0,6.7,6.1,10.5,193.0,82.15,10.5,57.0,9.45,5.55,5.029999999999999,2012.5,60.84656084656085,1.25,6.857142857142857
Tim Boyle,Eastern Kentucky,OVC,2013,2017,356,186,1759,4,14,53.47467301949544,0.8333333333333334,4.975,1868.8,27.6,15,1.4,162,260,57.9,1294,5,1.16,16,8.360000000000001,12.6,27.6,4.58,1.06,9.02,76.64,52.160000000000004,3.6,25.6,4.2,4.072,0.6280000000000001,2018.4,62.30769230769231,0.3125,4.976923076923077
Tim Tebow,Florida,SEC,2007,2009,864,573,8060,75,13,66.20420223993382,7.477777777777778,9.299999999999999,1127.3333333333333,24.0,35,5.333333333333333,173,361,57.166666666666664,2422,17,3.5,9,1.9666666666666668,36.666666666666664,43.0,6.433333333333334,6.233333333333333,12.066666666666668,66.5,79.96666666666667,13.666666666666666,86.0,12.566666666666668,5.096666666666667,4.93,2011.0,47.92243767313019,1.8888888888888888,6.7091412742382275
Tom Savage,Pittsburgh,ACC,2009,2013,717,408,5272,35,18,55.10100769232298,1.6666666666666667,7.066666666666666,1557.3333333333333,25.666666666666668,13,3.0,181,315,57.23333333333333,2000,5,0.7333333333333334,7,2.6666666666666665,32.0,41.333333333333336,6.433333333333334,5.3999999999999995,11.333333333333334,131.23333333333332,68.06666666666668,9.0,66.66666666666667,6.666666666666667,5.563333333333333,4.58,2015.6666666666667,57.460317460317455,0.7142857142857143,6.349206349206349
Tommy Devito,Illinois,Big Ten,2018,2022,905,570,6263,43,16,59.13329581050657,2.2766666666666664,6.8,1513.5,25.0,18,6.0,228,356,64.0,2202,16,4.5,6,1.7,46.0,41.0,6.2,6.3,9.7,122.3,89.2,37.0,196.0,17.2,4.21,4.33,2015.0,64.04494382022472,2.6666666666666665,6.185393258426966
Tony Pike,Cincinnati,Big East,2008,2009,584,367,4518,44,13,62.84261637521551,3.4523809523809526,7.75,1048.0,24.0,1,0.0,6,12,50.0,47,0,0.0,0,0.0,3.0,22.0,3.9,3.9,7.8,47.0,60.1,1.0,10.0,7.7,2.85,2.85,2010.0,50.0,0.0,3.9166666666666665
Trace Mcsorley,Penn State,Big Ten,2016,2018,1073,634,8873,67,19,58.774104754696104,3.638888888888889,8.233333333333334,2123.5,26.0,8,0.5,48,93,42.1,502,1,5.0,5,3.0,9.5,58.5,7.0,6.65,19.6,56.85,70.35,1.5,13.5,1.75,6.74,6.43,2021.0,51.61290322580645,0.2,5.397849462365591
Trevone Boykin,TCU,Big 12,2012,2015,1296,795,10340,83,33,60.90845531579997,2.513095238095238,7.725,1596.0,23.0,5,0.0,13,18,72.2,145,1,5.6,1,5.6,8.0,31.0,8.1,6.7,11.2,29.0,91.2,1.0,5.0,5.3,7.37,6.05,2016.0,72.22222222222221,1.0,8.055555555555555
Trevor Lawrence,Clemson,ACC,2018,2020,949,642,8531,80,16,67.70139134924047,5.25,9.0,1808.0,23.25,66,16.5,1486,2314,64.275,15786,79,3.425,53,2.3,185.25,61.75,6.8,6.475,10.625,239.525,86.025,32.25,217.5,5.25,6.115,5.79,2018.25,64.21780466724287,1.490566037735849,6.821953327571305
Trevor Siemian,Northwestern,Big Ten,2012,2014,887,522,5555,24,22,58.926019220416,1.6195286195286196,6.3,1791.857142857143,29.142857142857142,44,5.142857142857143,793,1361,56.57142857142857,8475,46,2.771428571428572,36,2.3857142857142857,57.857142857142854,37.42857142857143,5.228571428571429,4.714285714285714,9.1,146.78571428571428,71.87142857142858,13.285714285714286,83.14285714285714,8.757142857142856,4.282857142857143,3.795714285714286,2017.857142857143,58.265980896399704,1.2777777777777777,6.227038941954445
Tua Tagovailoa,Alabama,SEC,2017,2019,599,414,6663,78,8,68.38446070252,9.416666666666666,10.533333333333333,1841.8,23.8,70,13.6,1484,2198,67.05999999999999,17263,110,4.92,51,2.2600000000000002,168.6,68.0,7.720000000000001,7.659999999999999,11.48,240.48000000000002,96.97999999999999,23.8,158.6,5.24,6.9399999999999995,6.9079999999999995,2018.6,67.51592356687898,2.156862745098039,7.853958143767061
Tyler Bray,Tennessee,SEC,2010,2012,877,513,7132,65,25,57.895425572794494,2.555555555555556,8.200000000000001,1878.0,27.5,2,0.0,1,6,10.0,18,0,0.0,0,0.0,0.5,9.0,1.8,1.8,9.0,9.0,40.85,0.0,0.0,0.0,1.8,1.8,2018.5,16.666666666666664,0.0,3.0
Tyler Huntley,Utah,Pac-12,2017,2019,797,541,6974,45,20,67.69137347764575,2.6666666666666665,8.733333333333333,1887.0,23.8,25,2.0,242,379,61.1,2160,11,3.9200000000000004,7,0.9600000000000002,22.4,29.0,5.14,5.459999999999999,8.42,70.56,83.4,6.6,39.4,6.840000000000001,4.302,4.612,2018.6,63.852242744063325,1.5714285714285714,5.699208443271768
Tyrod Taylor,Virginia Tech,ACC,2007,2010,792,455,6435,43,16,56.86692708440484,2.9583333333333335,7.775,1654.4615384615386,28.692307692307693,102,4.846153846153846,1184,1910,61.57692307692308,13476,70,4.076923076923077,32,3.769230769230769,46.07692307692308,43.69230769230769,7.1461538461538465,6.253846153846154,10.838461538461539,99.05384615384615,82.23076923076923,14.923076923076923,84.61538461538461,13.507692307692308,5.053846153846154,4.259230769230769,2016.4615384615386,61.98952879581152,2.1875,7.055497382198953
Will Grier,West Virginia,Big 12,2015,2018,946,622,8558,81,23,65.75800596639317,3.5972222222222228,8.733333333333333,1897.0,24.0,2,2.0,28,52,53.8,228,0,0.0,4,7.7,12.0,28.0,4.4,0.9,8.1,114.0,33.2,6.0,44.0,10.3,3.17,0.07,2019.0,53.84615384615385,0.0,4.384615384615385
Will Levis,Kentucky,SEC,2020,2022,663,434,5420,43,22,63.944187732173596,1.6055555555555554,8.066666666666666,1503.5,24.0,18,9.0,298,510,58.4,3616,16,3.1,8,1.6,81.0,61.0,7.1,7.0,12.1,200.9,84.2,28.0,185.0,9.9,5.73,5.66,2015.0,58.43137254901961,2.0,7.090196078431372
Zach Mettenberger,LSU,SEC,2012,2013,625,385,5571,33,14,61.76373942331389,2.2916666666666665,9.0,1442.0,23.5,14,5.0,208,345,60.3,2347,12,3.45,14,4.05,51.0,68.5,6.75,5.6,11.25,167.64999999999998,75.05000000000001,15.5,118.0,8.2,5.574999999999999,4.52,2014.5,60.28985507246377,0.8571428571428571,6.802898550724637
Zach Wilson,BYU,FBS Independents,2018,2020,742,495,6595,48,13,65.94294509493086,4.634920634920635,8.700000000000001,1825.25,23.25,46,11.0,787,1361,57.575,8564,31,2.3,32,2.4,98.25,67.25,6.375,5.775,11.100000000000001,186.425,74.225,39.75,306.25,10.3,4.9075,4.3525,2018.25,57.82512858192506,0.96875,6.2924320352681855
